Station,Date,Max Temp (F),Min Temp (F),Latitude,Longitude,GDD,Cumulative_GDD
MN-11 Mile Post 62,24-09-2023,62.24002,57.019978,48.81951141,-95.96101379,9.63,53517.33042
Brichdale MN-11 Mile Post 157,24-09-2023,59.89999,56.48,48.62768173,-94.0670929,8.19,53525.52042
MN-11 Mile Post 199,24-09-2023,61.519978,57.74002,48.60179138,-93.3734436,9.63,53535.15041
Lake Benton US-14 Mile Post 7,24-09-2023,62.96001,51.799988,44.27025986,-96.32003784,7.38,53542.53041
Byron US-14 Mile Post 200,24-09-2023,74.48,56.48,44.0243988,-92.70819855,15.48,53558.01041
Hendricks MN-19 Mile Post 2,24-09-2023,64.76001,54.140022,44.45888901,-96.43522644,9.45,53567.46043
Morton MN-19 Mile Post 78,24-09-2023,68.89999,52.16001,44.54470825,-94.99542236,10.53,53577.99043
Winthrop MN-19 Mile Post 108,24-09-2023,66.919975,51.799988,44.54319,-94.41412354,9.36,53587.35041
Hanley Falls MN-23 Mile Post 94,24-09-2023,67.460014,53.41998,44.69161987,-95.61401367,10.44,53597.79041
MN-23 Mile Post 215,24-09-2023,68.71998,57.74002,45.60781097,-94.03077698,13.23,53611.02041
Lastrup MN-25 Mile Post 140,24-09-2023,65.48,57.19999,46.14426041,-94.10410309,11.34,53622.3604
Graceville MN-28 Mile Post 19,24-09-2023,67.09999,57.19999,45.5582,-96.4939,12.15,53634.51039
Langhei Township MN-29 Mile Post 46,24-09-2023,63.860012,55.76001,45.4884,-95.5622,9.81,53644.3204
Dovray MN-30 Mile Post 49,24-09-2023,67.09999,52.69999,44.05717087,-95.59729767,9.9,53654.22039
Waseca TH 14 Mile Post ??,24-09-2023,76.81998,61.88,44.0598,-93.4945,19.35,53673.57038
Caledonia MN-44 Mile Post 60,24-09-2023,74.48,57.019978,43.71932983,-91.43675232,15.75,53689.32037
Squaw Lake MN-46 Mile Post 25,24-09-2023,59.71998,55.040024,47.60356903,-94.12674713,7.38,53696.70038
Cannon Falls US-52 Mile Post 90,24-09-2023,74.84002,58.28,44.40924835,-92.8584671,16.56,53713.26039
Georgeville MN-55 Mile Post 98,24-09-2023,64.76001,56.66001,45.4324,-94.9324,10.71,53723.9704
Mahnomen US-59 Mile Post 296,24-09-2023,66.01998,56.11998,47.27416992,-95.9336319,11.07,53735.04038
Madelia US-60 Mile Post 86,24-09-2023,71.960014,55.39999,44.07556152,-94.36824799,13.68,53748.72038
Anderson Road TH 53 Mile Post 5.5,24-09-2023,59.89999,56.66001,46.7948,-92.157,8.28,53757.00038
Red Wing US-61 Mile Post 101,24-09-2023,71.24002,57.91998,44.60102081,-92.69779205,14.58,53771.58038
Grand Portage MN-61 Mile Post 146,24-09-2023,65.29999,58.46001,47.97642136,-89.68496704,11.88,53783.46038
Chamberlain MN-64 Mile Post 42,24-09-2023,63.140022,56.11998,46.91173172,-94.72292328,9.63,53793.09038
Pliny MN-65 Mile Post 98,24-09-2023,61.340023,54.49999,46.33975983,-93.26204681,7.92,53801.01038
Ball Bluff MN-65 Mile Post 145,24-09-2023,59.18,55.39999,46.97835922,-93.27368927,7.29,53808.30038
Effie MN-1 Mile Post 194,24-09-2023,60.98,55.58,47.84037018,-93.48518372,8.28,53816.58038
N. of Upper Red Lake MN-72 Mile Post 40,24-09-2023,61.16001,55.21998,48.20714951,-94.55400848,8.19,53824.77037
Tenney US-75 Mile Post 188,24-09-2023,62.41998,51.799988,46.04312897,-96.49417877,7.11,53831.88036
Ottertail MN-78 Mile Post 34,24-09-2023,63.68,57.38,46.40365982,-95.60212708,10.53,53842.41036
Gatzke MN-89 Mile Post 96,24-09-2023,64.21998,55.94002,48.43645859,-95.73119354,10.08,53852.49036
St. Vincent MN-171 Mile Post 2,24-09-2023,64.58,56.11998,48.9708519,-97.2016983,10.35,53862.84035
Anthony MN-200 Mile Post 9,24-09-2023,67.81998,53.41998,47.2959404,-96.73165131,10.62,53873.46033
Mehurin US-212 Mile Post 1,24-09-2023,65.84002,56.48,44.9362,-96.4418,11.16,53884.62034
East Grand Forks US-2 Mile Post 8,24-09-2023,67.81998,53.78,47.88077927,-96.91683197,10.8,53895.42033
Cass Lake US-2 Mile Post 131,24-09-2023,62.78,56.48,47.37995148,-94.58698273,9.63,53905.05033
Lake Park US-10 Mile Post 32,24-09-2023,67.64002,54.49999,46.87744904,-96.11144257,11.07,53916.12033
Verndale US-10 Mile Post 94,24-09-2023,66.74002,58.640022,46.41334152,-95.05438995,12.69,53928.81035
Rice US-10 Mile Post 162,24-09-2023,68.54002,58.09999,45.76654053,-94.23284149,13.32,53942.13036
Canton US-52 Mile Post 2,24-09-2023,76.64002,57.19999,43.5149498,-91.88498688,16.92,53959.05036
Cotton US-53 Mile Post 41,24-09-2023,59.89999,55.94002,47.21126938,-92.48769379,7.92,53966.97037
Ash Lake US-53 Mile Post 129,24-09-2023,59.89999,55.39999,48.29423904,-92.97046661,7.65,53974.62036
Brooks US-59 Mile Post 331,24-09-2023,68.89999,56.299988,47.76911163,-96.00102234,12.6,53987.22035
Kellogg US-61 Mile Post 53,24-09-2023,73.940025,57.74002,44.28482056,-91.9896698,15.84,54003.06037
Rochester US-63 Mile Post 32,24-09-2023,76.09999,58.640022,43.90233994,-92.4822998,17.37,54020.43038
MN-71 Mile Post 43,24-09-2023,67.81998,53.78,44.08369064,-95.11994934,10.8,54031.23037
Margie US-71 Mile Post 379,24-09-2023,60.98,56.299988,48.1346283,-93.878479,8.64,54039.87036
Mankato US-169 Mile Post 52,24-09-2023,73.76001,59.18,44.15433884,-94.03397369,16.47,54056.34037
St. Peter US-169 Mile Post 69,24-09-2023,81.49999,57.38,44.36553955,-93.96315002,19.44,54075.78036
Belle Plaine US-169 Mile Post 86,24-09-2023,73.58,55.94002,44.57226944,-93.84269714,14.76,54090.54037
Milaca US-169 Mile Post 200,24-09-2023,67.81998,57.74002,45.87583923,-93.66407776,12.78,54103.32037
Hinckley I-35 Mile Post 181,24-09-2023,64.04002,56.66001,45.98503876,-92.94818115,10.35,54113.67039
Roosevelt MN-11 Mile Post 108,24-09-2023,,,48.78936005,-95.05103302,,
New Prague MN-19 Mile Post 149,24-09-2023,72.31998,56.66001,44.54364014,-93.62481689,14.49,54128.16038
Thompson Hill I-35 Mile Post 248,24-09-2023,59.71998,55.76001,46.71652985,-92.24900055,7.74,54135.90038
Blatnik Bridge,24-09-2023,62.96001,59.18,46.7469101,-92.09951782,11.07,54146.97038
I-35 and Garfield Avenue,24-09-2023,61.340023,57.74002,46.7718,-92.115,9.54,54156.5104
Lafayette Tunnel MN-61 Mile Post 32,24-09-2023,,,47.09482956,-91.55403137,,
MN-53 and 135 - Midway,24-09-2023,60.08,55.94002,47.51575851,-92.5267868,8.01,54164.52041
I-494 and MN-5 I-494 Mile Post 18,24-09-2023,73.940025,61.69999,44.94374084,-93.4570694,17.82,54182.34042
Burnsville I-35W Mile Post 4,24-09-2023,73.04002,62.96001,44.79764938,-93.28955841,18,54200.34044
Maple Grove I-94 Mile Post 217,24-09-2023,72.49999,61.340023,45.09209061,-93.44753265,16.92,54217.26044
Little Canada I-694 Mile Post 46,24-09-2023,,,45.03765869,-93.09236145,,
Cayuga Street Br. I-35E Mile Post 109,24-09-2023,70.69999,59.540024,44.96786118,-93.08812714,15.12,54232.38045
MN-110 and I-494 MN-10 Mile Post 5,24-09-2023,72.14002,60.44002,44.87607956,-93.07833862,16.29,54248.67047
Twig MN-53 Mile Post 21,24-09-2023,60.61998,56.48,46.92406845,-92.41307068,8.55,54257.22046
Mitchell Bridge MN-169 Mile Post 343,24-09-2023,59.89999,55.39999,47.4451,-92.8876,7.65,54264.87045
Silver Cliff MN-61 Mile Post 30,24-09-2023,61.16001,58.46001,47.06996918,-91.59155273,9.81,54274.68046
I-35W at Mississippi I-35W Mile Post 19,24-09-2023,,,46.66918945,-92.31817627,,
Blatnick Bridge South Abutment,24-09-2023,62.96001,58.640022,46.7341,-92.0971,10.8,54285.48047
Albert Lea I-35 Mile Post 30,24-09-2023,77.89999,60.98,43.92010117,-93.27761841,19.44,54304.92047
Atkinson Bridge I-35 Mile Post 231,24-09-2023,,,46.6278,-92.5319,,
I-94 at Red River Bridge,24-09-2023,67.64002,55.94002,46.8471,-96.7774,11.79,54316.71049
T.H.38 - Marcell - MP 27.5       MN US MNDOT,24-09-2023,60.44002,55.21998,47.58536911,-93.67510223,7.83,54324.54049
T.H.210 - Tamarack - MP 186.3    MN US MNDOT,24-09-2023,59.89999,55.94002,46.64413834,-93.07975006,7.92,54332.46049
U.S.2 - Gowan - MP 225.1         MN US MNDOT,24-09-2023,60.08,56.299988,46.87305069,-92.86100006,8.19,54340.65049
U.S.2 - Cohasset - MP 174.3      MN US MNDOT,24-09-2023,60.98,56.11998,47.29679108,-93.70240784,8.55,54349.20048
U.S.53 - Cook - MP 97.5          MN US MNDOT,24-09-2023,59.89999,55.39999,47.89173889,-92.77429199,7.65,54356.85047
T.H.65 - Buck Lake - MP 192.9    MN US MNDOT,24-09-2023,60.26001,54.68,47.61225891,-93.19428253,7.47,54364.32047
T.H.59 - Lancaster - MP 421.9    MN US MNDOT,24-09-2023,63.49999,55.58,48.90544128,-96.79892731,9.54,54373.86047
T.H.59 - Thief River - MP 363.4  MN US MNDOT,24-09-2023,69.08,55.58,48.17654037,-96.20690918,12.33,54386.19047
T.H.9 - Beltrami - MP 212.5      MN US MNDOT,24-09-2023,68.71998,-21.100012,47.57138062,-96.53217316,9.36,54395.55046
T.H.11 - Warroad - MP 87.1       MN US MNDOT,24-09-2023,62.060013,58.09999,48.89450836,-95.42524719,10.08,54405.63046
T.H.72 - Baudette - MP 67.85     MN US MNDOT,24-09-2023,61.519978,57.019978,48.89450836,-94.56025696,9.27,54414.90044
T.H.89 - Red Lake - MP 19.13     MN US MNDOT,24-09-2023,64.940025,56.299988,47.77656174,-95.00585175,10.62,54425.52044
T.H.1 - Goodridge - MP 71.8      MN US MNDOT,24-09-2023,65.66001,58.819977,48.1223793,-95.62496185,12.24,54437.76044
T.H.2 - Lengby - MP 75.8         MN US MNDOT,24-09-2023,66.74002,56.66001,47.53178024,-95.66613007,11.7,54449.46045
T.H.71 - Lake Itasca - MP 281.1  MN US MNDOT,24-09-2023,66.74002,57.019978,47.18767929,-95.13179016,11.88,54461.34045
U.S.71 - Clarissa - MP 197.5     MN US MNDOT,24-09-2023,,,46.11394119,-94.91677094,,
T.H.200 - Longville - MP 144.0   MN US MNDOT,24-09-2023,62.24002,56.66001,47.0528183,-94.21450043,9.45,54470.79047
T.H.210 - Motley - MP 101.0      MN US MNDOT,24-09-2023,65.11998,59.18,46.3434906,-94.64286041,12.15,54482.94046
T.H.23 - Richmond - MP 187.8     MN US MNDOT,24-09-2023,67.81998,57.560013,45.45101166,-94.48594666,12.69,54495.63045
T.H.47 - Isle - MP 89.0          MN US MNDOT,24-09-2023,64.58,56.299988,46.11800003,-93.43245697,10.44,54506.07045
U.S.169 - Waukenabo - MP 272.9   MN US MNDOT,24-09-2023,60.61998,56.48,46.78295898,-93.61335754,8.55,54514.62044
U.S.169 - Farm Island - MP 245.4 MN US MNDOT,24-09-2023,63.49999,57.19999,46.43484879,-93.74376678,10.35,54524.97043
I-94 - Fergus Falls - MP 61.5    MN US MNDOT,24-09-2023,62.78,55.76001,46.20746994,-96.01892853,9.27,54534.24043
T.H.27 - Herman - MP 36.5        MN US MNDOT,24-09-2023,62.78,55.21998,45.80355072,-96.23370361,9,54543.24042
T.H.10 - Frazee - MP 55.2        MN US MNDOT,24-09-2023,64.39999,56.48,46.70597076,-95.69174194,10.44,54553.68042
I-94 - Evansville - MP 82.8      MN US MNDOT,24-09-2023,62.41998,55.040024,45.99848938,-95.72994995,8.73,54562.41042
U.S.12 - Holloway - MP 27.0      MN US MNDOT,24-09-2023,64.04002,54.319977,45.28256989,-95.91149139,9.18,54571.59042
U.S.75 - Kent - MP 222           MN US MNDOT,24-09-2023,64.940025,54.860012,46.47061157,-96.71227264,9.9,54581.49044
T.H.9 - Murdock - MP 24.5        MN US MNDOT,24-09-2023,62.59999,54.68,45.3259201,-95.37902069,8.64,54590.13043
U.S.75 - Ortonville - MP 132.7   MN US MNDOT,24-09-2023,64.58,55.39999,45.2689209,-96.38938904,9.99,54600.12043
T.H.34 - Osage - MP 65.0         MN US MNDOT,24-09-2023,65.84002,57.019978,46.92063141,-95.26937866,11.43,54611.55043
T.H.52 - Coates - MP 110.4       MN US MNDOT,24-09-2023,70.34002,60.44002,44.66492081,-93.00971985,15.39,54626.94045
T.H.65 - East Bethel - MP 25.8   MN US MNDOT,24-09-2023,69.440025,59.540024,45.34666824,-93.23731232,14.49,54641.43047
I-35 - Medford - MP 52.1         MN US MNDOT,24-09-2023,75.74002,61.519978,44.23244858,-93.27835083,18.63,54660.06047
T.H.52 - Zumbrota - MP 73.9      MN US MNDOT,24-09-2023,73.58,58.28,44.2394104,-92.6500473,15.93,54675.99047
U.S.63 - Lake City - MP 62.9     MN US MNDOT,24-09-2023,70.69999,57.019978,44.38240814,-92.37014771,13.86,54689.85045
U.S.218 - Lyle - MP 4            MN US MNDOT,24-09-2023,76.460014,60.44002,43.55812073,-92.94940948,18.45,54708.30047
U.S.63 - Le Roy - MP 0.5         MN US MNDOT,24-09-2023,77.54002,57.19999,43.50838852,-92.36969757,17.37,54725.67048
I-90 - La Crescent - MP 276.4    MN US MNDOT,24-09-2023,72.14002,60.61998,43.85789871,-91.30422974,16.38,54742.05048
I-90 - Magnolia - MP 21.6        MN US MNDOT,24-09-2023,69.98,54.49999,43.63808823,-96.08824921,12.24,54754.29047
I-90 - Welcome - MP 93.7         MN US MNDOT,24-09-2023,70.69999,55.040024,43.68109894,-94.6151886,12.87,54767.16048
I-90 - Wells - MP 138.7          MN US MNDOT,24-09-2023,73.58,61.69999,43.65769958,-93.72737885,17.64,54784.80047
T.H.60 - Mountain Lake - MP 48   MN US MNDOT,24-09-2023,69.26001,54.860012,43.91899109,-94.99980164,12.06,54796.86048
U.S.14 - Springfield - MP 80.7   MN US MNDOT,24-09-2023,67.99999,55.21998,44.26805115,-94.89512634,11.61,54808.47047
T.H.30 - Mapleton - MP 146.8     MN US MNDOT,24-09-2023,73.58,58.46001,43.89870834,-93.91436768,16.02,54824.49047
T.H.212 - Dawson - MP 24.1       MN US MNDOT,24-09-2023,64.04002,54.140022,44.9353714,-95.96169281,9.09,54833.58049
U.S.75 - Trosky - MP 30.3        MN US MNDOT,24-09-2023,65.29999,53.060013,43.92211151,-96.2649765,9.18,54842.7605
T.H.68 - Milroy - MP 59.0        MN US MNDOT,24-09-2023,66.38,54.68,44.39968872,-95.47245789,10.53,54853.2905
T.H.68 - Taunton - MP 22.9       MN US MNDOT,24-09-2023,67.460014,56.299988,44.58692932,-96.05168152,11.88,54865.1705
T.H.212 - Hector - MP 84.4       MN US MNDOT,24-09-2023,65.66001,52.519978,44.76047134,-94.84316254,9.09,54874.26049
U.S.75 - Canby - MP 84.0         MN US MNDOT,24-09-2023,66.56001,55.94002,44.67417145,-96.27693176,11.25,54885.51051
U.S.12 - Atwater - MP 85.4       MN US MNDOT,24-09-2023,65.29999,53.41998,45.13904953,-94.81175995,9.36,54894.87049
U.S.14 - Florence - MP 21.2      MN US MNDOT,24-09-2023,64.39999,53.96001,44.24031067,-96.04634094,9.18,54904.05049
U.S.12 - Delano - MP 140.4       MN US MNDOT,24-09-2023,72.68,58.99999,45.03544998,-93.7660675,15.84,54919.89049
U.S.61 - Winona                  MN US MNDOT,24-09-2023,70.51998,58.46001,43.97877121,-91.429039,14.49,54934.38048
I-35 Moose Lake - MP 216         MN US MNDOT,24-09-2023,60.44002,56.299988,46.45278168,-92.73010254,8.37,54942.75048
U.S.169 Princeton - MP 176.9     MN US MNDOT,24-09-2023,68.18,59.71998,45.55337143,-93.58489227,13.95,54956.70047
T.H.61 Schroeder - MP 79         MN US MNDOT,24-09-2023,62.24002,58.819977,47.54442978,-90.89589691,10.53,54967.23047
T.H.61 Grand Marais MP 110.8     MN US MNDOT,24-09-2023,64.21998,59.540024,47.75836182,-90.31385803,11.88,54979.11048
U.S.2 - Solway - MP 99.7         MN US MNDOT,24-09-2023,62.96001,56.66001,47.5232811,-95.16248322,9.81,54988.92049
T.H.1 - Warren - MP 11.5         MN US MNDOT,24-09-2023,68.18,55.39999,48.19535065,-96.8911438,11.79,55000.71048
T.H.11 - Karlstad - MP 37.7      MN US MNDOT,24-09-2023,64.04002,56.11998,48.64707947,-96.38069916,10.08,55010.79048
T.H.371 - Nisswa - MP 46.2       MN US MNDOT,24-09-2023,65.29999,58.640022,46.52462006,-94.29614258,11.97,55022.76049
U.S.53 - Piedmont Ave - MP 2.7   MN US MNDOT,24-09-2023,61.16001,57.74002,46.77138138,-92.13751984,9.45,55032.2105
Twin Lakes I-35 Mile Post 1,25-09-2023,72.86001,53.59999,43.5083313,-93.35405731,13.23,55045.4405
Silver Lake TH 7 Mile Post 1,25-09-2023,63.68,55.58,44.9068,-94.1191,9.63,55055.0705
Little Chicago I-35 Mile Post 70,25-09-2023,67.81998,52.69999,44.47850037,-93.29242706,10.26,55065.33049
Rush City I-35 Mile Post 157,25-09-2023,60.799988,56.11998,45.64292145,-92.99275208,8.46,55073.79047
Rutledge I-35 Mile Post 198,25-09-2023,61.519978,55.21998,46.21257019,-92.83856201,8.37,55082.16045
Beaver Creek I-90 Mile Post 4,25-09-2023,69.98,54.49999,43.6083,-96.3779,12.24,55094.40044
I-90 Mile Post 35,25-09-2023,68.71998,54.68,43.63734055,-95.76991272,11.7,55106.10043
I-90 Mile Post 67,25-09-2023,72.14002,52.519978,43.63869095,-95.1185379,12.33,55118.43043
Blue Earth I-90 Mile Post 119,25-09-2023,71.419975,56.299988,43.66305161,-94.12243652,13.86,55132.29041
Dexter I-90 Mile Post 195,25-09-2023,69.440025,54.49999,43.72716141,-92.6813736,11.97,55144.26042
Jct CR 7 I-90 Mile Post 226,25-09-2023,69.440025,57.019978,43.95563889,-92.20514679,13.23,55157.49042
Ridgeway I-90 Mile Post 261,25-09-2023,63.860012,56.11998,43.91191864,-91.5435791,9.99,55167.48042
Dilworth I-94 Mile Post 5,25-09-2023,70.69999,52.69999,46.84679031,-96.6681366,11.7,55179.18041
Rothsay I-94 Mile Post 38,25-09-2023,64.04002,52.519978,46.49066162,-96.29125214,8.28,55187.46041
Alexandria I-94 Mile Post 104,25-09-2023,69.26001,55.76001,45.8376503,-95.36621857,12.51,55199.97042
Sauk Center I-94 Mile Post 128,25-09-2023,66.919975,58.46001,45.71310043,-94.93144989,12.69,55212.66041
Clearwater I-94 Mile Post 180,25-09-2023,63.140022,59.89999,45.39469147,-94.02561188,11.52,55224.18042
Shooks MN-1 Mile Post 34,25-09-2023,60.08,55.21998,47.87430954,-94.43242645,7.65,55231.83041
Ely MN-1 Mile Post 275,25-09-2023,62.41998,53.59999,47.85440063,-92.04811096,8.01,55239.84039
Emily MN-6 Mile Post 29,25-09-2023,63.68,55.76001,46.68822098,-93.95449066,9.72,55249.5604
Clara City MN-7 Mile Post 89,25-09-2023,70.69999,51.61998,44.9493,-95.4095,11.16,55260.72038
Lester Prairie MN-7 Mile Post 161,25-09-2023,64.39999,58.28,44.9061,-93.9864,11.34,55272.06038
Mayer TH 7 Mile Post 167,25-09-2023,63.68,59.360012,44.9059,-93.8695,11.52,55283.58038
MN-7 Mile Post 11,25-09-2023,66.919975,49.640022,48.57236099,-96.91487885,8.46,55292.04037
MN-11 Mile Post 62,25-09-2023,64.58,53.78,48.81951141,-95.96101379,9.18,55301.22037
Brichdale MN-11 Mile Post 157,25-09-2023,63.140022,54.319977,48.62768173,-94.0670929,8.73,55309.95037
MN-11 Mile Post 199,25-09-2023,66.74002,55.58,48.60179138,-93.3734436,11.16,55321.11038
Lake Benton US-14 Mile Post 7,25-09-2023,68.71998,54.49999,44.27025986,-96.32003784,11.61,55332.72037
Byron US-14 Mile Post 200,25-09-2023,68.18,52.519978,44.0243988,-92.70819855,10.35,55343.07035
Hendricks MN-19 Mile Post 2,25-09-2023,70.88,56.48,44.45888901,-96.43522644,13.68,55356.75035
Morton MN-19 Mile Post 78,25-09-2023,73.21998,54.140022,44.54470825,-94.99542236,13.68,55370.43036
Winthrop MN-19 Mile Post 108,25-09-2023,,,44.54319,-94.41412354,,
Hanley Falls MN-23 Mile Post 94,25-09-2023,71.960014,55.76001,44.69161987,-95.61401367,13.86,55384.29037
MN-23 Mile Post 215,25-09-2023,61.69999,57.019978,45.60781097,-94.03077698,9.36,55393.65035
Lastrup MN-25 Mile Post 140,25-09-2023,61.519978,56.299988,46.14426041,-94.10410309,8.91,55402.56033
Graceville MN-28 Mile Post 19,25-09-2023,67.28,54.140022,45.5582,-96.4939,10.71,55413.27035
Langhei Township MN-29 Mile Post 46,25-09-2023,66.74002,55.040024,45.4884,-95.5622,10.89,55424.16037
Dovray MN-30 Mile Post 49,25-09-2023,73.76001,55.76001,44.05717087,-95.59729767,14.76,55438.92038
Waseca TH 14 Mile Post ??,25-09-2023,68.36001,55.58,44.0598,-93.4945,11.97,55450.89038
Caledonia MN-44 Mile Post 60,25-09-2023,69.61998,53.59999,43.71932983,-91.43675232,11.61,55462.50037
Squaw Lake MN-46 Mile Post 25,25-09-2023,62.96001,54.68,47.60356903,-94.12674713,8.82,55471.32037
Cannon Falls US-52 Mile Post 90,25-09-2023,69.61998,56.840023,44.40924835,-92.8584671,13.23,55484.55037
Georgeville MN-55 Mile Post 98,25-09-2023,67.460014,57.019978,45.4324,-94.9324,12.24,55496.79037
Mahnomen US-59 Mile Post 296,25-09-2023,62.41998,54.140022,47.27416992,-95.9336319,8.28,55505.07037
Madelia US-60 Mile Post 86,25-09-2023,73.940025,56.66001,44.07556152,-94.36824799,15.3,55520.37039
Anderson Road TH 53 Mile Post 5.5,25-09-2023,59.540024,56.66001,46.7948,-92.157,8.1,55528.47041
Red Wing US-61 Mile Post 101,25-09-2023,67.99999,59.360012,44.60102081,-92.69779205,13.68,55542.15041
Grand Portage MN-61 Mile Post 146,25-09-2023,65.29999,55.58,47.97642136,-89.68496704,10.44,55552.5904
Chamberlain MN-64 Mile Post 42,25-09-2023,62.41998,55.76001,46.91173172,-94.72292328,9.09,55561.6804
Pliny MN-65 Mile Post 98,25-09-2023,59.18,52.88,46.33975983,-93.26204681,6.03,55567.7104
Ball Bluff MN-65 Mile Post 145,25-09-2023,61.340023,53.59999,46.97835922,-93.27368927,7.47,55575.1804
Effie MN-1 Mile Post 194,25-09-2023,61.340023,53.59999,47.84037018,-93.48518372,7.47,55582.65041
N. of Upper Red Lake MN-72 Mile Post 40,25-09-2023,59.540024,53.24002,48.20714951,-94.55400848,6.39,55589.04043
Tenney US-75 Mile Post 188,25-09-2023,65.29999,48.91998,46.04312897,-96.49417877,7.65,55596.69043
Ottertail MN-78 Mile Post 34,25-09-2023,65.11998,54.860012,46.40365982,-95.60212708,9.99,55606.68042
Gatzke MN-89 Mile Post 96,25-09-2023,65.48,55.58,48.43645859,-95.73119354,10.53,55617.21042
St. Vincent MN-171 Mile Post 2,25-09-2023,66.38,48.560013,48.9708519,-97.2016983,8.19,55625.40042
Anthony MN-200 Mile Post 9,25-09-2023,69.61998,52.69999,47.2959404,-96.73165131,11.16,55636.56041
Mehurin US-212 Mile Post 1,25-09-2023,68.71998,53.24002,44.9362,-96.4418,10.98,55647.54041
East Grand Forks US-2 Mile Post 8,25-09-2023,64.76001,53.59999,47.88077927,-96.91683197,9.18,55656.72041
Cass Lake US-2 Mile Post 131,25-09-2023,61.340023,56.66001,47.37995148,-94.58698273,9,55665.72042
Lake Park US-10 Mile Post 32,25-09-2023,65.11998,52.69999,46.87744904,-96.11144257,8.91,55674.63041
Verndale US-10 Mile Post 94,25-09-2023,62.59999,56.66001,46.41334152,-95.05438995,9.63,55684.26041
Rice US-10 Mile Post 162,25-09-2023,62.96001,57.560013,45.76654053,-94.23284149,10.26,55694.52042
Canton US-52 Mile Post 2,25-09-2023,71.24002,55.39999,43.5149498,-91.88498688,13.32,55707.84043
Cotton US-53 Mile Post 41,25-09-2023,60.08,53.78,47.21126938,-92.48769379,6.93,55714.77043
Ash Lake US-53 Mile Post 129,25-09-2023,65.48,51.08,48.29423904,-92.97046661,8.28,55723.05043
Brooks US-59 Mile Post 331,25-09-2023,62.59999,56.11998,47.76911163,-96.00102234,9.36,55732.41041
Kellogg US-61 Mile Post 53,25-09-2023,67.460014,57.019978,44.28482056,-91.9896698,12.24,55744.65041
Rochester US-63 Mile Post 32,25-09-2023,70.51998,57.019978,43.90233994,-92.4822998,13.77,55758.42039
MN-71 Mile Post 43,25-09-2023,67.99999,53.24002,44.08369064,-95.11994934,10.62,55769.04039
Margie US-71 Mile Post 379,25-09-2023,61.69999,53.59999,48.1346283,-93.878479,7.65,55776.69038
Mankato US-169 Mile Post 52,25-09-2023,71.960014,58.99999,44.15433884,-94.03397369,15.48,55792.17038
St. Peter US-169 Mile Post 69,25-09-2023,68.89999,58.640022,44.36553955,-93.96315002,13.77,55805.94039
Belle Plaine US-169 Mile Post 86,25-09-2023,68.36001,57.74002,44.57226944,-93.84269714,13.05,55818.9904
Milaca US-169 Mile Post 200,25-09-2023,60.61998,57.19999,45.87583923,-93.66407776,8.91,55827.90039
Hinckley I-35 Mile Post 181,25-09-2023,61.16001,55.58,45.98503876,-92.94818115,8.37,55836.27039
Roosevelt MN-11 Mile Post 108,25-09-2023,,,48.78936005,-95.05103302,,
New Prague MN-19 Mile Post 149,25-09-2023,67.09999,55.94002,44.54364014,-93.62481689,11.52,55847.7904
Thompson Hill I-35 Mile Post 248,25-09-2023,58.99999,55.76001,46.71652985,-92.24900055,7.38,55855.1704
Blatnik Bridge,25-09-2023,62.59999,59.540024,46.7469101,-92.09951782,11.07,55866.24041
I-35 and Garfield Avenue,25-09-2023,61.340023,58.09999,46.7718,-92.115,9.72,55875.96041
Lafayette Tunnel MN-61 Mile Post 32,25-09-2023,,,47.09482956,-91.55403137,,
MN-53 and 135 - Midway,25-09-2023,61.16001,53.59999,47.51575851,-92.5267868,7.38,55883.34041
I-494 and MN-5 I-494 Mile Post 18,25-09-2023,62.78,60.61998,44.94374084,-93.4570694,11.7,55895.0404
Burnsville I-35W Mile Post 4,25-09-2023,65.66001,59.71998,44.79764938,-93.28955841,12.69,55907.7304
Maple Grove I-94 Mile Post 217,25-09-2023,62.41998,60.44002,45.09209061,-93.44753265,11.43,55919.1604
Little Canada I-694 Mile Post 46,25-09-2023,,,45.03765869,-93.09236145,,
Cayuga Street Br. I-35E Mile Post 109,25-09-2023,63.49999,61.340023,44.96786118,-93.08812714,12.42,55931.5804
MN-110 and I-494 MN-10 Mile Post 5,25-09-2023,65.48,60.799988,44.87607956,-93.07833862,13.14,55944.7204
Twig MN-53 Mile Post 21,25-09-2023,59.360012,55.58,46.92406845,-92.41307068,7.47,55952.1904
Mitchell Bridge MN-169 Mile Post 343,25-09-2023,60.44002,53.24002,47.4451,-92.8876,6.84,55959.03042
Silver Cliff MN-61 Mile Post 30,25-09-2023,60.98,57.74002,47.06996918,-91.59155273,9.36,55968.39043
I-35W at Mississippi I-35W Mile Post 19,25-09-2023,,,46.66918945,-92.31817627,,
Blatnick Bridge South Abutment,25-09-2023,62.24002,59.540024,46.7341,-92.0971,10.89,55979.28046
Albert Lea I-35 Mile Post 30,25-09-2023,70.88,52.69999,43.92010117,-93.27761841,11.79,55991.07045
Atkinson Bridge I-35 Mile Post 231,25-09-2023,,,46.6278,-92.5319,,
I-94 at Red River Bridge,25-09-2023,71.59999,54.319977,46.8471,-96.7774,12.96,56004.03043
T.H.38 - Marcell - MP 27.5       MN US MNDOT,25-09-2023,60.799988,53.78,47.58536911,-93.67510223,7.29,56011.32043
