Station,Date,Max Temp (F),Min Temp (F),Latitude,Longitude,GDD,Cumulative_GDD
Twin Lakes I-35 Mile Post 1,01-09-2023,85.460014,55.21998,43.5083313,-93.35405731,20.34,20.339997
Silver Lake TH 7 Mile Post 1,01-09-2023,85.81998,60.44002,44.9068,-94.1191,23.13,43.469997
Little Chicago I-35 Mile Post 70,01-09-2023,86.18,58.819977,44.47850037,-93.29242706,22.41,65.8799855
Rush City I-35 Mile Post 157,01-09-2023,85.09999,60.61998,45.64292145,-92.99275208,22.86,88.7399705
Rutledge I-35 Mile Post 198,01-09-2023,85.64002,59.71998,46.21257019,-92.83856201,22.68,111.4199705
Beaver Creek I-90 Mile Post 4,01-09-2023,90.68,60.44002,43.6083,-96.3779,23.22,134.6399805
I-90 Mile Post 35,01-09-2023,84.74002,58.99999,43.63734055,-95.76991272,21.87,156.5099855
I-90 Mile Post 67,01-09-2023,86.89999,60.44002,43.63869095,-95.1185379,23.22,179.7299955
Blue Earth I-90 Mile Post 119,01-09-2023,87.440025,59.89999,43.66305161,-94.12243652,22.95,202.6799905
Dexter I-90 Mile Post 195,01-09-2023,85.64002,58.09999,43.72716141,-92.6813736,21.87,224.5499955
Jct CR 7 I-90 Mile Post 226,01-09-2023,85.28,56.299988,43.95563889,-92.20514679,20.79,245.3399895
Ridgeway I-90 Mile Post 261,01-09-2023,80.960014,54.319977,43.91191864,-91.5435791,17.64,262.979985
Dilworth I-94 Mile Post 5,01-09-2023,89.59999,58.640022,46.84679031,-96.6681366,22.32,285.299996
Rothsay I-94 Mile Post 38,01-09-2023,86.71998,61.16001,46.49066162,-96.29125214,23.58,308.880001
Alexandria I-94 Mile Post 104,01-09-2023,85.460014,61.69999,45.8376503,-95.36621857,23.58,332.460003
Sauk Center I-94 Mile Post 128,01-09-2023,88.88,60.61998,45.71310043,-94.93144989,23.31,355.769993
Clearwater I-94 Mile Post 180,01-09-2023,87.98,63.49999,45.39469147,-94.02561188,24.75,380.519988
Shooks MN-1 Mile Post 34,01-09-2023,87.08,59.71998,47.87430954,-94.43242645,22.86,403.379978
Ely MN-1 Mile Post 275,01-09-2023,82.76001,60.26001,47.85440063,-92.04811096,21.51,424.889988
Emily MN-6 Mile Post 29,01-09-2023,85.28,62.41998,46.68822098,-93.95449066,23.85,448.739978
Clara City MN-7 Mile Post 89,01-09-2023,89.59999,63.49999,44.9493,-95.4095,24.75,473.489973
Lester Prairie MN-7 Mile Post 161,01-09-2023,85.64002,60.98,44.9061,-93.9864,23.31,496.799983
Mayer TH 7 Mile Post 167,01-09-2023,85.99999,59.71998,44.9059,-93.8695,22.86,519.659968
MN-7 Mile Post 11,01-09-2023,87.26001,59.360012,48.57236099,-96.91487885,22.68,542.339974
MN-11 Mile Post 62,01-09-2023,85.460014,61.519978,48.81951141,-95.96101379,23.49,565.82997
Brichdale MN-11 Mile Post 157,01-09-2023,85.09999,59.18,48.62768173,-94.0670929,22.14,587.969965
MN-11 Mile Post 199,01-09-2023,85.28,62.060013,48.60179138,-93.3734436,23.67,611.6399715
Lake Benton US-14 Mile Post 7,01-09-2023,86.89999,58.819977,44.27025986,-96.32003784,22.41,634.04996
Byron US-14 Mile Post 200,01-09-2023,84.919975,52.69999,44.0243988,-92.70819855,18.81,652.8599425
Hendricks MN-19 Mile Post 2,01-09-2023,88.51998,62.24002,44.45888901,-96.43522644,24.12,676.9799525
Morton MN-19 Mile Post 78,01-09-2023,89.24002,60.44002,44.54470825,-94.99542236,23.22,700.1999625
Winthrop MN-19 Mile Post 108,01-09-2023,85.09999,58.99999,44.54319,-94.41412354,22.05,722.2499525
Hanley Falls MN-23 Mile Post 94,01-09-2023,87.98,64.21998,44.69161987,-95.61401367,25.11,747.3599425
MN-23 Mile Post 215,01-09-2023,84.38,60.26001,45.60781097,-94.03077698,22.32,769.6799475
Lastrup MN-25 Mile Post 140,01-09-2023,85.460014,60.26001,46.14426041,-94.10410309,22.86,792.5399595
Graceville MN-28 Mile Post 19,01-09-2023,87.08,61.519978,45.5582,-96.4939,23.76,816.2999485
Langhei Township MN-29 Mile Post 46,01-09-2023,86.71998,61.88,45.4884,-95.5622,23.94,840.2399485
Dovray MN-30 Mile Post 49,01-09-2023,86.54002,59.71998,44.05717087,-95.59729767,22.86,863.0999385
Waseca TH 14 Mile Post ??,01-09-2023,86.18,58.46001,44.0598,-93.4945,22.23,885.3299435
Caledonia MN-44 Mile Post 60,01-09-2023,85.64002,51.61998,43.71932983,-91.43675232,18.63,903.9599435
Squaw Lake MN-46 Mile Post 25,01-09-2023,87.08,63.68,47.60356903,-94.12674713,24.84,928.7999435
Cannon Falls US-52 Mile Post 90,01-09-2023,83.66001,57.19999,44.40924835,-92.8584671,20.43,949.2299435
Georgeville MN-55 Mile Post 98,01-09-2023,87.08,61.69999,45.4324,-94.9324,23.85,973.0799385
Mahnomen US-59 Mile Post 296,01-09-2023,87.08,62.41998,47.27416992,-95.9336319,24.21,997.2899285
Madelia US-60 Mile Post 86,01-09-2023,85.99999,58.819977,44.07556152,-94.36824799,22.41,1019.699912
Anderson Road TH 53 Mile Post 5.5,01-09-2023,85.460014,60.44002,46.7948,-92.157,22.95,1042.649929
Red Wing US-61 Mile Post 101,01-09-2023,86.71998,57.560013,44.60102081,-92.69779205,21.78,1064.429936
Grand Portage MN-61 Mile Post 146,01-09-2023,72.49999,57.019978,47.97642136,-89.68496704,14.76,1079.18992
Chamberlain MN-64 Mile Post 42,01-09-2023,91.39999,59.89999,46.91173172,-94.72292328,22.95,1102.139915
Pliny MN-65 Mile Post 98,01-09-2023,82.21998,58.09999,46.33975983,-93.26204681,20.16,1122.2999
Ball Bluff MN-65 Mile Post 145,01-09-2023,81.86001,60.61998,46.97835922,-93.27368927,21.24,1143.539895
Effie MN-1 Mile Post 194,01-09-2023,85.28,60.98,47.84037018,-93.48518372,23.13,1166.669894
N. of Upper Red Lake MN-72 Mile Post 40,01-09-2023,79.34002,63.140022,48.20714951,-94.55400848,21.24,1187.909916
Tenney US-75 Mile Post 188,01-09-2023,89.59999,58.28,46.04312897,-96.49417877,22.14,1210.049916
Ottertail MN-78 Mile Post 34,01-09-2023,85.99999,63.140022,46.40365982,-95.60212708,24.57,1234.619922
Gatzke MN-89 Mile Post 96,01-09-2023,87.79999,62.24002,48.43645859,-95.73119354,24.12,1258.739932
St. Vincent MN-171 Mile Post 2,01-09-2023,87.26001,56.66001,48.9708519,-97.2016983,21.33,1280.069937
Anthony MN-200 Mile Post 9,01-09-2023,91.58,61.340023,47.2959404,-96.73165131,23.67,1303.739948
Mehurin US-212 Mile Post 1,01-09-2023,89.59999,67.81998,44.9362,-96.4418,26.91,1330.649938
East Grand Forks US-2 Mile Post 8,01-09-2023,87.98,62.060013,47.88077927,-96.91683197,24.03,1354.679945
Cass Lake US-2 Mile Post 131,01-09-2023,87.98,63.140022,47.37995148,-94.58698273,24.57,1379.249956
Lake Park US-10 Mile Post 32,01-09-2023,87.26001,61.88,46.87744904,-96.11144257,23.94,1403.189956
Verndale US-10 Mile Post 94,01-09-2023,86.36001,61.69999,46.41334152,-95.05438995,23.85,1427.039951
Rice US-10 Mile Post 162,01-09-2023,87.440025,61.69999,45.76654053,-94.23284149,23.85,1450.889946
Canton US-52 Mile Post 2,01-09-2023,83.29999,49.46001,43.5149498,-91.88498688,16.65,1467.539941
Cotton US-53 Mile Post 41,01-09-2023,84.56001,61.340023,47.21126938,-92.48769379,22.95,1490.489957
Ash Lake US-53 Mile Post 129,01-09-2023,83.29999,60.799988,48.29423904,-92.97046661,22.05,1512.539946
Brooks US-59 Mile Post 331,01-09-2023,88.34002,62.24002,47.76911163,-96.00102234,24.12,1536.659956
Kellogg US-61 Mile Post 53,01-09-2023,86.71998,56.66001,44.28482056,-91.9896698,21.33,1557.989961
Rochester US-63 Mile Post 32,01-09-2023,85.99999,53.96001,43.90233994,-92.4822998,19.98,1577.969961
MN-71 Mile Post 43,01-09-2023,85.09999,61.88,44.08369064,-95.11994934,23.49,1601.459956
Margie US-71 Mile Post 379,01-09-2023,85.81998,60.44002,48.1346283,-93.878479,23.13,1624.589956
Mankato US-169 Mile Post 52,01-09-2023,86.54002,61.519978,44.15433884,-94.03397369,23.76,1648.349945
St. Peter US-169 Mile Post 69,01-09-2023,92.48,60.44002,44.36553955,-93.96315002,23.22,1671.569955
Belle Plaine US-169 Mile Post 86,01-09-2023,86.36001,61.340023,44.57226944,-93.84269714,23.67,1695.239967
Milaca US-169 Mile Post 200,01-09-2023,84.74002,59.89999,45.87583923,-93.66407776,22.32,1717.559972
Hinckley I-35 Mile Post 181,01-09-2023,85.09999,58.640022,45.98503876,-92.94818115,21.87,1739.429978
Roosevelt MN-11 Mile Post 108,01-09-2023,86.71998,60.61998,48.78936005,-95.05103302,23.31,1762.739968
New Prague MN-19 Mile Post 149,01-09-2023,85.460014,59.360012,44.54364014,-93.62481689,22.41,1785.149981
Thompson Hill I-35 Mile Post 248,01-09-2023,82.21998,60.44002,46.71652985,-92.24900055,21.33,1806.479981
Blatnik Bridge,01-09-2023,84.01998,63.68,46.7469101,-92.09951782,23.85,1830.329971
I-35 and Garfield Avenue,01-09-2023,85.64002,63.140022,46.7718,-92.115,24.39,1854.719992
Lafayette Tunnel MN-61 Mile Post 32,01-09-2023,80.59999,59.18,47.09482956,-91.55403137,19.89,1874.609987
MN-53 and 135 - Midway,01-09-2023,83.29999,62.41998,47.51575851,-92.5267868,22.86,1897.469972
I-494 and MN-5 I-494 Mile Post 18,01-09-2023,87.26001,63.860012,44.94374084,-93.4570694,24.93,1922.399978
Burnsville I-35W Mile Post 4,01-09-2023,88.88,64.04002,44.79764938,-93.28955841,25.02,1947.419988
Maple Grove I-94 Mile Post 217,01-09-2023,87.26001,65.11998,45.09209061,-93.44753265,25.56,1972.979978
Little Canada I-694 Mile Post 46,01-09-2023,89.24002,62.41998,45.03765869,-93.09236145,24.21,1997.189968
Cayuga Street Br. I-35E Mile Post 109,01-09-2023,88.88,61.16001,44.96786118,-93.08812714,23.58,2020.769973
MN-110 and I-494 MN-10 Mile Post 5,01-09-2023,88.51998,61.16001,44.87607956,-93.07833862,23.58,2044.349978
Twig MN-53 Mile Post 21,01-09-2023,84.38,61.16001,46.92406845,-92.41307068,22.77,2067.119983
Mitchell Bridge MN-169 Mile Post 343,01-09-2023,84.01998,58.99999,47.4451,-92.8876,21.51,2088.629968
Silver Cliff MN-61 Mile Post 30,01-09-2023,80.24002,62.060013,47.06996918,-91.59155273,21.15,2109.779984
I-35W at Mississippi I-35W Mile Post 19,01-09-2023,83.84002,54.140022,46.66918945,-92.31817627,18.99,2128.770005
Blatnick Bridge South Abutment,01-09-2023,86.36001,61.69999,46.7341,-92.0971,23.85,2152.62
Albert Lea I-35 Mile Post 30,01-09-2023,86.89999,56.299988,43.92010117,-93.27761841,21.15,2173.769994
Atkinson Bridge I-35 Mile Post 231,01-09-2023,82.21998,61.519978,46.6278,-92.5319,21.87,2195.639973
I-94 at Red River Bridge,01-09-2023,90.86001,61.69999,46.8471,-96.7774,23.85,2219.489968
T.H.38 - Marcell - MP 27.5       MN US MNDOT,01-09-2023,85.64002,62.24002,47.58536911,-93.67510223,23.94,2243.429988
T.H.210 - Tamarack - MP 186.3    MN US MNDOT,01-09-2023,82.21998,60.799988,46.64413834,-93.07975006,21.51,2264.939972
U.S.2 - Gowan - MP 225.1         MN US MNDOT,01-09-2023,83.84002,60.98,46.87305069,-92.86100006,22.41,2287.349982
U.S.2 - Cohasset - MP 174.3      MN US MNDOT,01-09-2023,85.81998,62.59999,47.29679108,-93.70240784,24.21,2311.559967
U.S.53 - Cook - MP 97.5          MN US MNDOT,01-09-2023,84.919975,60.98,47.89173889,-92.77429199,22.95,2334.509955
T.H.65 - Buck Lake - MP 192.9    MN US MNDOT,01-09-2023,85.09999,60.799988,47.61225891,-93.19428253,22.95,2357.459944
T.H.59 - Lancaster - MP 421.9    MN US MNDOT,01-09-2023,88.34002,60.799988,48.90544128,-96.79892731,23.4,2380.859938
T.H.59 - Thief River - MP 363.4  MN US MNDOT,01-09-2023,87.98,62.59999,48.17654037,-96.20690918,24.3,2405.159933
T.H.9 - Beltrami - MP 212.5      MN US MNDOT,01-09-2023,91.940025,63.319977,47.57138062,-96.53217316,24.66,2429.819921
T.H.11 - Warroad - MP 87.1       MN US MNDOT,01-09-2023,86.89999,61.88,48.89450836,-95.42524719,23.94,2453.759921
T.H.72 - Baudette - MP 67.85     MN US MNDOT,01-09-2023,88.16001,62.96001,48.89450836,-94.56025696,24.48,2478.239926
T.H.89 - Red Lake - MP 19.13     MN US MNDOT,01-09-2023,87.61998,62.24002,47.77656174,-95.00585175,24.12,2502.359936
T.H.1 - Goodridge - MP 71.8      MN US MNDOT,01-09-2023,88.16001,64.58,48.1223793,-95.62496185,25.29,2527.649936
T.H.2 - Lengby - MP 75.8         MN US MNDOT,01-09-2023,87.79999,65.84002,47.53178024,-95.66613007,25.92,2553.569946
T.H.71 - Lake Itasca - MP 281.1  MN US MNDOT,01-09-2023,88.16001,60.61998,47.18767929,-95.13179016,23.31,2576.879936
U.S.71 - Clarissa - MP 197.5     MN US MNDOT,01-09-2023,84.38,63.49999,46.11394119,-94.91677094,23.94,2600.819931
T.H.200 - Longville - MP 144.0   MN US MNDOT,01-09-2023,85.09999,62.96001,47.0528183,-94.21450043,24.03,2624.849931
T.H.210 - Motley - MP 101.0      MN US MNDOT,01-09-2023,85.99999,62.78,46.3434906,-94.64286041,24.39,2649.239926
T.H.23 - Richmond - MP 187.8     MN US MNDOT,01-09-2023,87.98,62.41998,45.45101166,-94.48594666,24.21,2673.449916
T.H.47 - Isle - MP 89.0          MN US MNDOT,01-09-2023,83.66001,59.540024,46.11800003,-93.43245697,21.6,2695.049933
U.S.169 - Waukenabo - MP 272.9   MN US MNDOT,01-09-2023,83.48,61.16001,46.78295898,-93.61335754,22.32,2717.369938
U.S.169 - Farm Island - MP 245.4 MN US MNDOT,01-09-2023,83.11998,62.96001,46.43484879,-93.74376678,23.04,2740.409933
I-94 - Fergus Falls - MP 61.5    MN US MNDOT,01-09-2023,85.09999,62.59999,46.20746994,-96.01892853,23.85,2764.259923
T.H.27 - Herman - MP 36.5        MN US MNDOT,01-09-2023,87.08,61.16001,45.80355072,-96.23370361,23.58,2787.839928
T.H.10 - Frazee - MP 55.2        MN US MNDOT,01-09-2023,84.38,62.78,46.70597076,-95.69174194,23.58,2811.419928
I-94 - Evansville - MP 82.8      MN US MNDOT,01-09-2023,83.84002,61.519978,45.99848938,-95.72994995,22.68,2834.099927
U.S.12 - Holloway - MP 27.0      MN US MNDOT,01-09-2023,86.36001,60.61998,45.28256989,-95.91149139,23.31,2857.409917
U.S.75 - Kent - MP 222           MN US MNDOT,01-09-2023,88.51998,60.08,46.47061157,-96.71227264,23.04,2880.449917
T.H.9 - Murdock - MP 24.5        MN US MNDOT,01-09-2023,87.98,61.16001,45.3259201,-95.37902069,23.58,2904.029922
U.S.75 - Ortonville - MP 132.7   MN US MNDOT,01-09-2023,85.64002,61.340023,45.2689209,-96.38938904,23.49,2927.519944
T.H.34 - Osage - MP 65.0         MN US MNDOT,01-09-2023,86.71998,58.28,46.92063141,-95.26937866,22.14,2949.659944
T.H.52 - Coates - MP 110.4       MN US MNDOT,01-09-2023,87.98,60.61998,44.66492081,-93.00971985,23.31,2972.969934
T.H.65 - East Bethel - MP 25.8   MN US MNDOT,01-09-2023,85.64002,62.24002,45.34666824,-93.23731232,23.94,2996.909954
I-35 - Medford - MP 52.1         MN US MNDOT,01-09-2023,85.81998,59.18,44.23244858,-93.27835083,22.5,3019.409944
T.H.52 - Zumbrota - MP 73.9      MN US MNDOT,01-09-2023,85.81998,56.66001,44.2394104,-92.6500473,21.24,3040.649939
U.S.63 - Lake City - MP 62.9     MN US MNDOT,01-09-2023,84.919975,54.319977,44.38240814,-92.37014771,19.62,3060.269915
U.S.218 - Lyle - MP 4            MN US MNDOT,01-09-2023,83.84002,57.38,43.55812073,-92.94940948,20.61,3080.879925
U.S.63 - Le Roy - MP 0.5         MN US MNDOT,01-09-2023,83.11998,56.299988,43.50838852,-92.36969757,19.71,3100.589909
I-90 - La Crescent - MP 276.4    MN US MNDOT,01-09-2023,85.460014,61.16001,43.85789871,-91.30422974,23.31,3123.899921
I-90 - Magnolia - MP 21.6        MN US MNDOT,01-09-2023,87.98,58.09999,43.63808823,-96.08824921,22.05,3145.949916
I-90 - Welcome - MP 93.7         MN US MNDOT,01-09-2023,85.460014,59.360012,43.68109894,-94.6151886,22.41,3168.359929
I-90 - Wells - MP 138.7          MN US MNDOT,01-09-2023,84.01998,59.18,43.65769958,-93.72737885,21.6,3189.959919
T.H.60 - Mountain Lake - MP 48   MN US MNDOT,01-09-2023,85.99999,59.89999,43.91899109,-94.99980164,22.95,3212.909909
U.S.14 - Springfield - MP 80.7   MN US MNDOT,01-09-2023,85.99999,62.59999,44.26805115,-94.89512634,24.3,3237.209899
T.H.30 - Mapleton - MP 146.8     MN US MNDOT,01-09-2023,84.01998,57.019978,43.89870834,-93.91436768,20.52,3257.729878
T.H.212 - Dawson - MP 24.1       MN US MNDOT,01-09-2023,87.08,64.39999,44.9353714,-95.96169281,25.2,3282.929873
U.S.75 - Trosky - MP 30.3        MN US MNDOT,01-09-2023,87.98,58.46001,43.92211151,-96.2649765,22.23,3305.159878
T.H.68 - Milroy - MP 59.0        MN US MNDOT,01-09-2023,87.26001,63.68,44.39968872,-95.47245789,24.84,3329.999878
T.H.68 - Taunton - MP 22.9       MN US MNDOT,01-09-2023,88.69999,66.19999,44.58692932,-96.05168152,26.1,3356.099873
T.H.212 - Hector - MP 84.4       MN US MNDOT,01-09-2023,87.08,60.799988,44.76047134,-94.84316254,23.4,3379.499867
U.S.75 - Canby - MP 84.0         MN US MNDOT,01-09-2023,88.51998,66.56001,44.67417145,-96.27693176,26.28,3405.779872
U.S.12 - Atwater - MP 85.4       MN US MNDOT,01-09-2023,86.54002,61.340023,45.13904953,-94.81175995,23.67,3429.449883
U.S.14 - Florence - MP 21.2      MN US MNDOT,01-09-2023,87.08,61.69999,44.24031067,-96.04634094,23.85,3453.299878
U.S.12 - Delano - MP 140.4       MN US MNDOT,01-09-2023,86.36001,64.76001,45.03544998,-93.7660675,25.38,3478.679883
U.S.61 - Winona                  MN US MNDOT,01-09-2023,83.84002,60.799988,43.97877121,-91.429039,22.32,3500.999887
I-35 Moose Lake - MP 216         MN US MNDOT,01-09-2023,82.940025,62.96001,46.45278168,-92.73010254,22.95,3523.949905
U.S.169 Princeton - MP 176.9     MN US MNDOT,01-09-2023,85.28,64.940025,45.55337143,-93.58489227,25.11,3549.059917
T.H.61 Schroeder - MP 79         MN US MNDOT,01-09-2023,78.61998,57.74002,47.54442978,-90.89589691,18.18,3567.239917
T.H.61 Grand Marais MP 110.8     MN US MNDOT,01-09-2023,76.64002,57.560013,47.75836182,-90.31385803,17.1,3584.339934
U.S.2 - Solway - MP 99.7         MN US MNDOT,01-09-2023,85.09999,61.340023,47.5232811,-95.16248322,23.22,3607.55994
T.H.1 - Warren - MP 11.5         MN US MNDOT,01-09-2023,88.16001,61.519978,48.19535065,-96.8911438,23.76,3631.319929
T.H.11 - Karlstad - MP 37.7      MN US MNDOT,01-09-2023,86.18,62.78,48.64707947,-96.38069916,24.39,3655.709929
T.H.371 - Nisswa - MP 46.2       MN US MNDOT,01-09-2023,84.19999,63.860012,46.52462006,-94.29614258,24.03,3679.73993
U.S.53 - Piedmont Ave - MP 2.7   MN US MNDOT,01-09-2023,84.38,62.41998,46.77138138,-92.13751984,23.4,3703.13992
Twin Lakes I-35 Mile Post 1,02-09-2023,93.919975,56.48,43.5083313,-93.35405731,21.24,3724.37992
Silver Lake TH 7 Mile Post 1,02-09-2023,84.19999,63.140022,44.9068,-94.1191,23.67,3748.049926
Little Chicago I-35 Mile Post 70,02-09-2023,85.64002,62.59999,44.47850037,-93.29242706,24.12,3772.169931
Rush City I-35 Mile Post 157,02-09-2023,83.48,64.21998,45.64292145,-92.99275208,23.85,3796.019921
Rutledge I-35 Mile Post 198,02-09-2023,88.34002,65.66001,46.21257019,-92.83856201,25.83,3821.849926
Beaver Creek I-90 Mile Post 4,02-09-2023,99.31998,63.140022,43.6083,-96.3779,24.57,3846.419937
I-90 Mile Post 35,02-09-2023,93.38,62.24002,43.63734055,-95.76991272,24.12,3870.539947
I-90 Mile Post 67,02-09-2023,96.79999,62.24002,43.63869095,-95.1185379,24.12,3894.659957
Blue Earth I-90 Mile Post 119,02-09-2023,95.18,65.11998,43.66305161,-94.12243652,25.56,3920.219947
Dexter I-90 Mile Post 195,02-09-2023,94.81998,62.060013,43.72716141,-92.6813736,24.03,3944.249954
Jct CR 7 I-90 Mile Post 226,02-09-2023,93.919975,63.49999,43.95563889,-92.20514679,24.75,3968.999949
Ridgeway I-90 Mile Post 261,02-09-2023,91.04002,63.140022,43.91191864,-91.5435791,24.57,3993.56996
Dilworth I-94 Mile Post 5,02-09-2023,93.01998,60.44002,46.84679031,-96.6681366,23.22,4016.78997
Rothsay I-94 Mile Post 38,02-09-2023,84.919975,65.48,46.49066162,-96.29125214,25.2,4041.989957
Alexandria I-94 Mile Post 104,02-09-2023,83.29999,67.99999,45.8376503,-95.36621857,25.65,4067.639947
Sauk Center I-94 Mile Post 128,02-09-2023,84.919975,68.89999,45.71310043,-94.93144989,26.91,4094.54993
Clearwater I-94 Mile Post 180,02-09-2023,83.84002,67.81998,45.39469147,-94.02561188,25.83,4120.37993
Shooks MN-1 Mile Post 34,02-09-2023,91.76001,54.68,47.87430954,-94.43242645,20.34,4140.71993
Ely MN-1 Mile Post 275,02-09-2023,89.960014,56.11998,47.85440063,-92.04811096,21.06,4161.77992
Emily MN-6 Mile Post 29,02-09-2023,88.51998,63.140022,46.68822098,-93.95449066,24.57,4186.349931
Clara City MN-7 Mile Post 89,02-09-2023,88.51998,64.76001,44.9493,-95.4095,25.38,4211.729936
Lester Prairie MN-7 Mile Post 161,02-09-2023,86.18,64.76001,44.9061,-93.9864,25.38,4237.109941
Mayer TH 7 Mile Post 167,02-09-2023,85.81998,64.58,44.9059,-93.8695,25.2,4262.309931
MN-7 Mile Post 11,02-09-2023,93.19999,56.299988,48.57236099,-96.91487885,21.15,4283.459925
MN-11 Mile Post 62,02-09-2023,92.84002,59.89999,48.81951141,-95.96101379,22.95,4306.40992
Brichdale MN-11 Mile Post 157,02-09-2023,90.68,55.58,48.62768173,-94.0670929,20.79,4327.19992
MN-11 Mile Post 199,02-09-2023,91.940025,60.44002,48.60179138,-93.3734436,23.22,4350.41993
Lake Benton US-14 Mile Post 7,02-09-2023,93.74002,63.140022,44.27025986,-96.32003784,24.57,4374.989941
Byron US-14 Mile Post 200,02-09-2023,93.01998,62.59999,44.0243988,-92.70819855,24.3,4399.289936
Hendricks MN-19 Mile Post 2,02-09-2023,95.54002,67.460014,44.45888901,-96.43522644,26.73,4426.019943
Morton MN-19 Mile Post 78,02-09-2023,90.86001,62.41998,44.54470825,-94.99542236,24.21,4450.229933
Winthrop MN-19 Mile Post 108,02-09-2023,90.14002,60.799988,44.54319,-94.41412354,23.4,4473.629927
Hanley Falls MN-23 Mile Post 94,02-09-2023,94.99999,63.68,44.69161987,-95.61401367,24.84,4498.469927
MN-23 Mile Post 215,02-09-2023,80.59999,64.58,45.60781097,-94.03077698,22.59,4521.059922
Lastrup MN-25 Mile Post 140,02-09-2023,84.56001,65.66001,46.14426041,-94.10410309,25.11,4546.169932
Graceville MN-28 Mile Post 19,02-09-2023,86.18,66.19999,45.5582,-96.4939,26.1,4572.269927
Langhei Township MN-29 Mile Post 46,02-09-2023,83.48,67.09999,45.4884,-95.5622,25.29,4597.559922
Dovray MN-30 Mile Post 49,02-09-2023,94.81998,66.74002,44.05717087,-95.59729767,26.37,4623.929932
Waseca TH 14 Mile Post ??,02-09-2023,92.84002,62.96001,44.0598,-93.4945,24.48,4648.409937
Caledonia MN-44 Mile Post 60,02-09-2023,94.28,56.48,43.71932983,-91.43675232,21.24,4669.649937
Squaw Lake MN-46 Mile Post 25,02-09-2023,89.419975,58.28,47.60356903,-94.12674713,22.14,4691.789937
Cannon Falls US-52 Mile Post 90,02-09-2023,86.18,62.59999,44.40924835,-92.8584671,24.3,4716.089932
Georgeville MN-55 Mile Post 98,02-09-2023,83.66001,67.09999,45.4324,-94.9324,25.38,4741.469932
Mahnomen US-59 Mile Post 296,02-09-2023,89.419975,60.26001,47.27416992,-95.9336319,23.13,4764.599937
Madelia US-60 Mile Post 86,02-09-2023,92.66001,62.24002,44.07556152,-94.36824799,24.12,4788.719947
Anderson Road TH 53 Mile Post 5.5,02-09-2023,92.11998,67.09999,46.7948,-92.157,26.55,4815.269942
Red Wing US-61 Mile Post 101,02-09-2023,89.24002,66.19999,44.60102081,-92.69779205,26.1,4841.369937
Grand Portage MN-61 Mile Post 146,02-09-2023,80.24002,62.78,47.97642136,-89.68496704,21.51,4862.879947
Chamberlain MN-64 Mile Post 42,02-09-2023,90.68,62.24002,46.91173172,-94.72292328,24.12,4886.999957
Pliny MN-65 Mile Post 98,02-09-2023,85.09999,64.21998,46.33975983,-93.26204681,24.66,4911.659942
Ball Bluff MN-65 Mile Post 145,02-09-2023,89.24002,61.88,46.97835922,-93.27368927,23.94,4935.599942
Effie MN-1 Mile Post 194,02-09-2023,91.76001,53.24002,47.84037018,-93.48518372,19.62,4955.219952
N. of Upper Red Lake MN-72 Mile Post 40,02-09-2023,86.36001,61.519978,48.20714951,-94.55400848,23.76,4978.979941
Tenney US-75 Mile Post 188,02-09-2023,85.99999,64.04002,46.04312897,-96.49417877,25.02,5003.999946
Ottertail MN-78 Mile Post 34,02-09-2023,87.08,65.29999,46.40365982,-95.60212708,25.65,5029.649941
Gatzke MN-89 Mile Post 96,02-09-2023,94.09999,55.21998,48.43645859,-95.73119354,20.61,5050.259931
St. Vincent MN-171 Mile Post 2,02-09-2023,94.99999,56.48,48.9708519,-97.2016983,21.24,5071.499931
Anthony MN-200 Mile Post 9,02-09-2023,93.56001,56.840023,47.2959404,-96.73165131,21.42,5092.919942
Mehurin US-212 Mile Post 1,02-09-2023,94.28,67.64002,44.9362,-96.4418,26.82,5119.739952
East Grand Forks US-2 Mile Post 8,02-09-2023,93.56001,55.58,47.88077927,-96.91683197,20.79,5140.529952
Cass Lake US-2 Mile Post 131,02-09-2023,88.51998,60.26001,47.37995148,-94.58698273,23.13,5163.659957
Lake Park US-10 Mile Post 32,02-09-2023,87.61998,65.29999,46.87744904,-96.11144257,25.65,5189.309952
Verndale US-10 Mile Post 94,02-09-2023,89.78,63.49999,46.41334152,-95.05438995,24.75,5214.059947
Rice US-10 Mile Post 162,02-09-2023,84.01998,67.09999,45.76654053,-94.23284149,25.56,5239.619932
Canton US-52 Mile Post 2,02-09-2023,93.19999,56.66001,43.5149498,-91.88498688,21.33,5260.949937
Cotton US-53 Mile Post 41,02-09-2023,91.76001,56.48,47.21126938,-92.48769379,21.24,5282.189937
Ash Lake US-53 Mile Post 129,02-09-2023,89.06001,52.69999,48.29423904,-92.97046661,19.35,5301.539932
Brooks US-59 Mile Post 331,02-09-2023,90.86001,58.28,47.76911163,-96.00102234,22.14,5323.679932
Kellogg US-61 Mile Post 53,02-09-2023,95.71998,62.060013,44.28482056,-91.9896698,24.03,5347.709939
Rochester US-63 Mile Post 32,02-09-2023,94.64002,63.860012,43.90233994,-92.4822998,24.93,5372.639945
MN-71 Mile Post 43,02-09-2023,93.19999,65.48,44.08369064,-95.11994934,25.74,5398.379945
Margie US-71 Mile Post 379,02-09-2023,91.21998,54.860012,48.1346283,-93.878479,20.43,5418.809951
